[E 260114 11:38:58 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSTOWER', 'exchange': 'NSE', 'symboltoken': '29135', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-04 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:05:58 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'POLYCAB', 'exchange': 'NSE', 'symboltoken': '9590', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:06:50 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PRESTIGE', 'exchange': 'NSE', 'symboltoken': '20302', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:06:52 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PRESTIGE', 'exchange': 'NSE', 'symboltoken': '20302', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:06:54 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PRESTIGE', 'exchange': 'NSE', 'symboltoken': '20302', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:06:56 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PRESTIGE', 'exchange': 'NSE', 'symboltoken': '20302', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:06:58 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PRESTIGE', 'exchange': 'NSE', 'symboltoken': '20302', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:10:50 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PAYTM', 'exchange': 'NSE', 'symboltoken': '6705', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:10:52 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PAYTM', 'exchange': 'NSE', 'symboltoken': '6705', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:10:54 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PAYTM', 'exchange': 'NSE', 'symboltoken': '6705', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:10:56 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PAYTM', 'exchange': 'NSE', 'symboltoken': '6705', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:10:59 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'PAYTM', 'exchange': 'NSE', 'symboltoken': '6705', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:11:55 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:11:58 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:12:55 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'HINDZINC', 'exchange': 'NSE', 'symboltoken': '1424', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:12:57 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'HINDZINC', 'exchange': 'NSE', 'symboltoken': '1424', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:12:59 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'HINDZINC', 'exchange': 'NSE', 'symboltoken': '1424', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:38 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSINDBK', 'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:40 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSINDBK', 'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:42 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSINDBK', 'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:44 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSINDBK', 'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:46 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDUSINDBK', 'exchange': 'NSE', 'symboltoken': '5258', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:48 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDIANB', 'exchange': 'NSE', 'symboltoken': '14309', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:51 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDIANB', 'exchange': 'NSE', 'symboltoken': '14309', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:53 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDIANB', 'exchange': 'NSE', 'symboltoken': '14309', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:55 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDIANB', 'exchange': 'NSE', 'symboltoken': '14309', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:15:57 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'INDIANB', 'exchange': 'NSE', 'symboltoken': '14309', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:16:00 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:16:42 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:16:43 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
[E 260114 14:16:45 smartConnect:243] Error occurred while making a POST request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData. Error: Something Went Wrong, Please Try After Sometime. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a0:29:42:ea:57:d0', 'Accept': 'application/json', 'X-PrivateKey': 'yAlpBjl4', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'stock': 'OIL', 'exchange': 'NSE', 'symboltoken': '17438', 'interval': 'ONE_MINUTE', 'fromdate': '2026-01-14 00:00', 'todate': '2026-01-14 23:59'}, Response: {'message': 'Something Went Wrong, Please Try After Sometime', 'errorcode': 'AB1004', 'status': False, 'data': None}
